date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:36:35	163243/163243	---MCZ	200	added ('OK')	text/html	etag:cacheable:0a456a9974a9db02b39009855bc845ea	https://campe-theme.myshopify.com/products/hanging-buckle	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/hanging-buckle.html	(from https://campe-theme.myshopify.com/)
21:36:36	162468/162468	---MCZ	200	added ('OK')	text/html	etag:cacheable:1af81be09ec6ea7a1643559f7580bf34	https://campe-theme.myshopify.com/products/hike-boots	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/hike-boots.html	(from https://campe-theme.myshopify.com/)
21:36:38	162871/162871	---MCZ	200	added ('OK')	text/html	etag:cacheable:4ab0f03040ef21086308158ad923b07d	https://campe-theme.myshopify.com/products/hiking-backpack-1	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/hiking-backpack-1.html	(from https://campe-theme.myshopify.com/)
21:36:39	162153/162153	---MCZ	200	added ('OK')	text/html	etag:cacheable:eef22e488dd57faa10ac13dfeaaf7000	https://campe-theme.myshopify.com/products/hiking-bag	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/hiking-bag.html	(from https://campe-theme.myshopify.com/)
21:36:40	137959/137959	---MCZ	200	added ('OK')	text/html	etag:cacheable:96f95a9d58513b23ccf4e4a8a03d3c01	https://campe-theme.myshopify.com/collections/hiking	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/collections/hiking.html	(from https://campe-theme.myshopify.com/)
21:36:41	163583/163583	---MCZ	200	added ('OK')	text/html	etag:cacheable:489213430f79a6eccb568e1deddc4f81	https://campe-theme.myshopify.com/products/hiking-bottles-holder	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/hiking-bottles-holder.html	(from https://campe-theme.myshopify.com/)
21:36:42	162495/162495	---MCZ	200	added ('OK')	text/html	etag:cacheable:e21c0a672316e8d5b880487b78dbd11a	https://campe-theme.myshopify.com/products/kitchen-knife-set	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/kitchen-knife-set.html	(from https://campe-theme.myshopify.com/)
21:36:43	161962/161962	---MCZ	200	added ('OK')	text/html	etag:cacheable:ce799bc1beb51d67b93da080b544e0c4	https://campe-theme.myshopify.com/products/led-torch-light	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/led-torch-light.html	(from https://campe-theme.myshopify.com/)
21:36:44	163958/163958	---MCZ	200	added ('OK')	text/html	etag:cacheable:303cf523a784a42fa9686c13fd674f74	https://campe-theme.myshopify.com/products/lock-hook-buckle	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/lock-hook-buckle.html	(from https://campe-theme.myshopify.com/)
21:36:45	162380/162380	---MCZ	200	added ('OK')	text/html	etag:cacheable:81f8567ffb1faa017a0661e69ff2e461	https://campe-theme.myshopify.com/products/magnetic-compass	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/magnetic-compass.html	(from https://campe-theme.myshopify.com/)
21:36:46	137746/137746	---MCZ	200	added ('OK')	text/html	etag:cacheable:1ac4d51354e32e7aed95544746d6c0b8	https://campe-theme.myshopify.com/collections/trekking	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/collections/trekking.html	(from https://campe-theme.myshopify.com/)
21:36:47	145423/145423	---MCZ	200	added ('OK')	text/html	etag:cacheable:355f12cecd7ed60a24d90b21cc810c79	https://campe-theme.myshopify.com/products/outdoor-cookware	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/outdoor-cookware.html	(from https://campe-theme.myshopify.com/)
21:36:48	147419/147419	---MCZ	200	added ('OK')	text/html	etag:cacheable:f21d0619872fbe779df51aa27d1efc87	https://campe-theme.myshopify.com/products/outdoor-gas-stove	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/outdoor-gas-stove.html	(from https://campe-theme.myshopify.com/)
21:36:49	147031/147031	---MCZ	200	added ('OK')	text/html	etag:cacheable:4e01ccc4d2d4472fabe5155dec6a9fe6	https://campe-theme.myshopify.com/products/pocket-knife	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/pocket-knife.html	(from https://campe-theme.myshopify.com/)
